page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
Le Peuple Uni,lepeupleunifr,352095332045684,#352095332045684,413,1095891,"2653,5",non
"Encore féministes, aussi longtemps qu'il le faudra.",encorefeministes,659630210716164,#659630210716164,413,529541,"1282,2",non
Le Monde diplomatique,lemondediplo,34398236687,#34398236687,412,573469,"1391,9",non
L'Observateur du Valenciennois,lobservateurduvalenciennois,223088534382898,#223088534382898,412,495555,"1202,8",oui
"François Trinel, photographe en Bretagne",francoistrinelphotographe,766822666732260,#766822666732260,411,2624629,6386,non
Le tremplin du Coeur,lilotcalins,322003754915950,#322003754915950,411,605539,"1473,3",non
Cévennes by Oraterra,cevennesbyoraterra,1987722251448353,#1987722251448353,411,532327,"1295,2",non
Maman Surmenée Mais Comblée,mamansurmeneemaiscomblee,1934320660125089,#1934320660125089,411,352680,"858,1",non
Greenpeace France,greenpeacefrance,39435457457,#39435457457,410,1362145,"3322,3",non
Denis Brogniart,BrogniartDenis,231476663857923,#231476663857923,410,1266113,"3088,1",non
RESCUE,forum.rescue,63280599884,#63280599884,410,818500,"1996,3",non
JAGUAR AMOT DANSE,JAGUARAMOTDANSE,705406199526732,#705406199526732,410,610617,"1489,3",non
Eric Coquerel,EricCoquerelPG,1155299681231760,#1155299681231760,409,637659,"1559,1",non
Tout en P,toutenP,202586359760128,#202586359760128,408,275841,"676,1",non
Univers Jenifer,UniversJenifer,291994847647168,#291994847647168,407,1012131,"2486,8",non
Jean-Lin Lacapelle,jeanlin.lacapelle,1536553206605391,#1536553206605391,407,633797,"1557,2",non
Le Pays Malouin,PaysMalouin,109295809181325,#109295809181325,407,582495,"1431,2",oui
Si tu m'aimes dis-le,situmaimesdisleofficiel,645295768931307,#645295768931307,406,3574256,"8803,6",non
BFM Business,BFMBusiness,111611498853031,#111611498853031,406,410005,"1009,9",oui
Les Agriculteurs de France,lesagridefrance,634108770046024,#634108770046024,405,964484,"2381,4",non
Refuge de l'Espoir,refugedelespoir06,141416152868670,#141416152868670,405,465295,"1148,9",non
Zedek Mouloud,Zedek.Mouloud.officiel,139201362786038,#139201362786038,404,1034039,"2559,5",non
Le Journal de la Maison,LeJournalDeLaMaison,115835261771844,#115835261771844,404,674192,"1668,8",non
Collectif Inter-Urgences,InterUrg,2393970724000134,#2393970724000134,403,784009,"1945,4",non
TweeBuzz,TweeBuzz,478305658965867,#478305658965867,402,627988,"1562,2",non
Gavé fier d'être Bordelais,GaveFierBordeaux,1858739671033145,#1858739671033145,402,570979,"1420,3",non
Sorties à Nantes,sortiesanantes,131383893903382,#131383893903382,402,440453,"1095,7",non
Le Journal du Centre,journalducentre,166478216696467,#166478216696467,402,328279,"816,6",oui
Esprits Libérés,espritsliberes,1623537457916469,#1623537457916469,401,575095,"1434,2",non
MesOpinions,mesopinions,362787738480,#362787738480,401,422236,1053,non
Manu dans le 6/10 sur NRJ,manudansle610,121220804633636,#121220804633636,400,1683242,"4208,1",non
UEFA EURO 2020,EURO2020Fra,726762724014772,#726762724014772,400,851242,"2128,1",non
Chanson Française II,chanson.francaiseii,1124565800904006,#1124565800904006,400,700882,"1752,2",non
LATINA,lapagelatina,27476514204,#27476514204,400,674468,"1686,2",non
Ma Revue de Presse,mlrevuedepresse,187169234826114,#187169234826114,400,489799,"1224,5",non
Maison Hantée Officiel,MaisonHanteeOfficiel,100123766714885,#100123766714885,399,511964,"1283,1",non
DELTA FM,DeltaFMofficiel,105346127798,#105346127798,399,442791,"1109,8",non
Club Mamans,clubmamans,173020669379487,#173020669379487,399,423330,1061,non
Siwel - Agence kabyle d'information,Siwel.news,101347923277049,#101347923277049,399,391580,"981,4",non
Ecomnews Afrique,EcomnewsAfrique,1932987740343680,#1932987740343680,399,223625,"560,5",oui
Gouza Nahounou,NahounouGouza,1618610978189991,#1618610978189991,398,586704,"1474,1",non
Le Bazar de Zoé By Cdiscount,lebazardezoebycdiscount,172313563113955,#172313563113955,398,516316,"1297,3",non
ASM-Rugby,asm.clermont.auvergne,120752307953577,#120752307953577,398,468721,"1177,7",non
Claudy Siar,claudysiar.fr,489055664512012,#489055664512012,397,1527756,"3848,3",non
Jérôme Rodrigues Officiel,lafamillejerome,100053139231357,#100053139231357,397,1274837,"3211,2",non
Welcome to the Jungle France,wttj.fr,747587115323097,#747587115323097,397,735028,"1851,5",non
Generations - Hip-hop Soul radio 88.2,GenerationsFM,137991556245195,#137991556245195,397,611981,"1541,5",non
Les recettes testées par Célinette & le Secret du Poids LSDP,CelinetteLSDP,560026714038220,#560026714038220,397,564358,"1421,6",non
Les lois du zodiaque,lesloisduzodiaque,1563988983660421,#1563988983660421,396,435557,"1099,9",non
Music Covers & Creations,musiccoversandcreations,341061849678384,#341061849678384,394,3246203,"8239,1",non
Protégeons les animaux,Protegeonslesanimaux.by.Petalert,1402153410042999,#1402153410042999,394,436227,"1107,2",non
01net,01net,70693797649,#70693797649,393,526250,"1339,1",oui
L'Echo de la Presqu'île,EchoPresquile,118196134892176,#118196134892176,393,443932,"1129,6",oui
News d'Anciennes,NewsDAnciennes,120728474784943,#120728474784943,392,1197218,"3054,1",non
La Voix du Nord Saint-Omer,lavoixdunord.saintomer,552166041480294,#552166041480294,392,429400,"1095,4",oui
Info'Com-CGT,infocomcgt,457316367752668,#457316367752668,391,757843,"1938,2",non
Refuge d'Alina et Anda : Sabine adoptions chiens de Roumanie,RefugeDeAlinaEtAnda.SabineAdoptionChiensDeRoumanie,1429317807305659,#1429317807305659,391,734771,"1879,2",non
La Manche Libre,lamanchelibre,198951960145236,#198951960145236,391,535881,"1370,5",oui
1.000.000 de j'aime pour une Palestine libre,1MPalestine,661817300576804,#661817300576804,391,349673,"894,3",non
Konbini biiinge,konbinibiiinge,1745560695670621,#1745560695670621,390,532468,"1365,3",non
Robert Ménard,robertmenard.fr,177048239067532,#177048239067532,389,667958,"1717,1",non
La vie secrète des Super-Héros,SecretsdeSupersHeros,983470945064421,#983470945064421,389,666616,"1713,7",non
Dans ma bulle,dansmabulleAC,218663595723039,#218663595723039,387,765762,"1978,7",non
Mes petites madeleines,Magali1207,1096898160453599,#1096898160453599,386,2162126,"5601,4",non
ETAT D'ESPRIT,KTYMANOU,274122132762755,#274122132762755,386,542140,"1404,5",non
Les Réservistes,lesreservistes,1963770993877366,#1963770993877366,386,444197,"1150,8",non
Ludovic Lagadec Photographe,ludoviclagadecphotographe,100044562543918,#100044562543918,385,3084727,"8012,3",non
Est-ce que ce monde est sérieux ?,estcequecemondeestserieux,319410375366643,#319410375366643,384,817043,"2127,7",non
Dessin MANGA et OTAKU,dessinmangaetotaku,649940061689575,#649940061689575,384,298991,"778,6",non
Pet Alert Var 83,Pet.Alert.Fr.83,160708240733418,#160708240733418,384,249897,"650,8",non
L214 Ethique et Animaux,l214.animaux,350866824756,#350866824756,383,4663064,"12175,1",non
L'Eveilleur Quantique,LeveilleurQuantique,1293158877380214,#1293158877380214,383,757615,"1978,1",non
Musée d'Orsay,museedorsay,170924542917905,#170924542917905,382,789786,"2067,5",non
Millenium,MGG.France,6434608263,#6434608263,382,570189,"1492,6",non
Lawsoncréa WEB 2.0,blogueusedesignerweb,362059454595799,#362059454595799,381,397885,"1044,3",non
Gendarmerie de l'Ardèche,GendarmerieArdeche,318893578210701,#318893578210701,380,643183,"1692,6",non
We Are Tennis,wearetennis.france,460462774004730,#460462774004730,379,1394156,"3678,5",non
Savoie News,Savoienews,580898348712688,#580898348712688,379,575306,1518,oui
Le Courrier de l'Ouest,courrierdelouest,147328291977842,#147328291977842,379,413203,"1090,2",oui
"Toi, tu es tout ce que j'aime.",ToiTuEsToutCeQueJaime,248105055295343,#248105055295343,378,852556,"2255,4",non
Les Animaux Passion,LesAnimauxPassion,503695233147210,#503695233147210,378,718765,"1901,5",non
Santé Magazine,santemagazinefr,307638701742,#307638701742,378,365192,"966,1",non
Les Informations Dieppoises,InformationsDieppoises,136338373060197,#136338373060197,378,288777,764,oui
Laurent Mariotte,laurentmariotteofficiel,100044609401583,#100044609401583,377,1576781,"4182,4",non
Julie Andrieu,julieandrieuofficiel,100044630160273,#100044630160273,377,849142,"2252,4",non
Pause Cafein,PauseCafein,311380339042571,#311380339042571,377,725595,"1924,7",non
"Tu Peux Pas Comprendre, T'es Pas Un CHIEN.",TespasunChien,234129177347443,#234129177347443,377,655485,"1738,7",non
Kazaa Infos Radars.,KazaaInfosRadars,518913958159996,#518913958159996,377,620219,"1645,1",non
Fakir,JournalFakir,122030096877,#122030096877,377,416137,"1103,8",non
La Voix du Nord Béthune-Bruay,lavoixdunord.bethune.bruay,143767592360755,#143767592360755,377,407286,"1080,3",oui
Engin Akyürek France Fans Club,EnginAkyurekfrance,980089458827135,#980089458827135,376,1182424,"3144,7",non
Bassin d'Arcachon,bassin.arcachon.jetaime,403520679827948,#403520679827948,376,446434,"1187,3",non
Chelsea.F.C Direct Infos,chelseafcdirectinfos,202371153671594,#202371153671594,376,436417,"1160,7",non
"Improbables Librairies, Improbables Bibliothèques",improbableslibrairiesimprobablesbibliotheques,361116597273539,#361116597273539,375,971991,2592,non
Carnets Madagascar,carnetsmadagascar,252375981936138,#252375981936138,375,473224,"1261,9",non
Appels sur l'Actualité - RFI,AppelsSurLactualite,228376783941849,#228376783941849,375,449139,"1197,7",non
Alexandre Lecouillard,A.Lecouillard,660850007348748,#660850007348748,374,1249915,3342,non
Grégory Lemarchal la voix d'or,GregoryLemarchalLaVoixDor,338384412926267,#338384412926267,373,686503,"1840,5",non
Respect des Animaux,respect.des.animaux,300554870140149,#300554870140149,373,408138,"1094,2",non
Iktus Béarn,IktusBearn,154015564643496,#154015564643496,373,354522,"950,5",non
En Marche,EnMarche,543099962534877,#543099962534877,373,320378,"858,9",non
Le Média TV,LeMediaOfficiel,691064507926816,#691064507926816,372,2727408,"7331,7",non
Nicolas Bay,NicolasBayFN,373771849427538,#373771849427538,372,1224312,"3291,2",non
Ici c'est Paris,ICP75,509843352362000,#509843352362000,372,480732,"1292,3",non
Images du Pays Basque,imagespaysbasque,127704557254713,#127704557254713,372,274372,"737,6",non
Tsérwamagh,tserwamagh.dz,1504026129822638,#1504026129822638,371,305797,"824,3",non
Office de Tourisme Italien - ENIT,fr.italia.it,1492679674307122,#1492679674307122,370,2338265,"6319,6",non
Apéro Club France,aperoclubfranceofficiel,553954714763300,#553954714763300,370,928300,"2508,9",non
Voile Banque Populaire,VoileBanquePopulaire,579407188770431,#579407188770431,370,875538,"2366,3",non
Blouses Blanches & leurs quotidiens,CRYCRYAMP,682126591972407,#682126591972407,370,495366,"1338,8",non
Rouen le mag,Rouenlemag,1624699787778129,#1624699787778129,369,538339,"1458,9",non
Gendarmerie de la Charente-Maritime,gendarmeriedelacharentemaritime,373875329445137,#373875329445137,369,480893,"1303,2",non
Marvel Pronos,marvelprono92,2375625982449327,#2375625982449327,369,318568,"863,3",non
Mathieu Rivrin • Photographe de Bretagne,Mathieu.Rivrin.photographies,100044373971678,#100044373971678,368,7120390,"19348,9",non
Les marseillais W9,LesMarseillaisW9,160510734093106,#160510734093106,368,6434885,"17486,1",non
NdomBolhinO Official,NdombolhinO.243,124027344346046,#124027344346046,368,1781026,"4839,7",non
Tennis Magazine,TennisMagFrance,136125513069048,#136125513069048,367,453291,"1235,1",non
blague de arnaud,Arnaudthorin,272493409438815,#272493409438815,367,328060,"893,9",non
Avions de chasse,AvionsChasse,190032851198131,#190032851198131,366,1100527,"3006,9",non
Marseillais dans l'âme,marseillaisdom,1719348134954697,#1719348134954697,366,757733,"2070,3",non
Passion Apéro,passionApero.CuisineAc,942910435780345,#942910435780345,366,494476,1351,non
Planète Zéro Déchet,planetezerodechet.fr,106731367373863,#106731367373863,366,454979,"1243,1",non
Midi Libre Sète,SeteMidiLibre,431694216919360,#431694216919360,365,350658,"960,7",oui
NRJ 12,nrj12,150543131640755,#150543131640755,364,701676,"1927,7",non
Philippe Vardon,pvardon,120292721389667,#120292721389667,364,693760,"1905,9",non
RadioStar Officiel,radiostarofficiel,243465162341133,#243465162341133,364,512279,"1407,4",non
Mohamed Sifaoui,MOHAMEDSIFAOUIJOURNALISTE,100044328495038,#100044328495038,364,435775,"1197,2",non
Perpignan Infos,perpignan.infos,278925042314450,#278925042314450,363,511233,"1408,4",non
AD France,ArchitecturalDigestFrance,191971244163120,#191971244163120,363,467422,"1287,7",non
Europe Israël page officielle,europeisraelfr,243656822344092,#243656822344092,363,349506,"962,8",non
Parent épuisé,parentepuise,100051018141203,#100051018141203,362,1285020,"3549,8",non
Le Choeur des Femmes,LeChoeurDesFemmes,111850620239249,#111850620239249,362,736065,"2033,3",non
K-GEN,k.gen.france,300825270297883,#300825270297883,362,237272,"655,4",non
La Chouette Photo - Artiste Photographe - Alsace,lachouettephoto,1418004098471532,#1418004098471532,361,650239,"1801,2",non
Parc Animalier de Sainte Croix,parcsaintecroix,392220429151,#392220429151,361,642771,"1780,5",non
Melody,TeleMelody,66336120448,#66336120448,361,620201,1718,non
Topito Voyage,topitovoyage,219977398192050,#219977398192050,361,604912,"1675,7",non
Info-radar Loiret,inforadarloiret,372078906235056,#372078906235056,361,555036,"1537,5",non
Bataillon de Marins Pompiers de Marseille,BataillonMarinsPompiersMarseille,86671024209,#86671024209,361,481096,"1332,7",non
Pour nous les filles,cestrienquepournous,1581729365397555,#1581729365397555,361,382480,"1059,5",non
Chasse Passion,chassepassion.net,327253206081,#327253206081,360,436728,"1213,1",non
La Passion du Football en Vidéo,footballvideo95,355977378086003,#355977378086003,359,784125,"2184,2",non
Faits divers et délinquance en France.,faitsdiversfrance,412132105656884,#412132105656884,358,261887,"731,5",non
Les recettes vidéo de Ptitchef.com,ptitchefVideos,642242792625276,#642242792625276,357,1561986,"4375,3",non
Jean-Luc Reichmann,JeanLucReichmann,101179929925473,#101179929925473,356,6931267,"19469,9",non
SEPHORA,sephorafrance,193769290673702,#193769290673702,356,974152,"2736,4",non
CANAL+,canalplus,144056732332683,#144056732332683,355,2010583,"5663,6",non
Mikmik le ouf,Kabylhumour,174079482739133,#174079482739133,355,831015,"2340,9",non
Le Républicain - Rédaction de Langon,LeRepublicainLangon,323369437774542,#323369437774542,355,480639,"1353,9",oui
Refuge de Caldaniccia,refugedecaldaniccia.decaldaniccia,761328470572817,#761328470572817,355,305327,"860,1",non
Guettapen,guettapen,491801884245190,#491801884245190,354,521058,"1471,9",non
Dani de Paris,danideparisbelebele,148369895773628,#148369895773628,354,506063,"1429,6",non
Le Journal d'Abbeville,JournalAbbeville,132901180077026,#132901180077026,354,342610,"967,8",oui
Nautiljon,nautiljon,76653754835,#76653754835,354,334523,945,non
Topito Parents,topitoparents,330898494037380,#330898494037380,353,1077960,"3053,7",non
Fidélité et Sincérité en Amour quelle Arnaque II,audreypourfidelite,558730044206410,#558730044206410,353,434108,"1229,8",non
Yves Rocher France,YvesRocherBeauty,7151471151,#7151471151,352,709213,"2014,8",non
Congo10,Congo10Infos,499793123470734,#499793123470734,352,680313,"1932,7",non
Ville de Nice,VilledeNice,177772935610132,#177772935610132,352,677784,"1925,5",non
LES ACTIVISTES AFRICAINS,freeafricatogether,2760109007353095,#2760109007353095,352,453152,"1287,4",non
Ville de Paris,paris,207251779638,#207251779638,352,437272,"1242,3",non
Défi cucina corsa et inspirations culinaires,sabrinamilleliri,1517156248531745,#1517156248531745,352,414866,"1178,6",non
Côté Maison,CoteMaison,345325982261,#345325982261,352,331557,"941,9",non
Le Journal de l'Afrique - France 24,FRANCE24.JTAfrique,658953837485512,#658953837485512,351,817051,"2327,8",oui
RTL2,rtl2,97599711078,#97599711078,351,720979,"2054,1",non
JeuxActu,JeuxActu,223889975832,#223889975832,351,401781,"1144,7",non
Kevin Staut - The Official Page,kevinstautofficial,100044240178927,#100044240178927,351,290780,"828,4",non
Fabregas Le Métis Noir,fabregasmaestrometisnoir,236241129769658,#236241129769658,350,1995662,"5701,9",non
Corse-Machin,corsemachin,926756210748450,#926756210748450,350,1392359,"3978,2",non
Pensées positives,accompagnementaumieuxetre,222653161083278,#222653161083278,350,1134158,"3240,5",non
Impact Centre Chrétien,ImpactCentreChretien,197812656909542,#197812656909542,350,397659,"1136,2",non
Le Mont Corvo - Kamal & Kyta,MontCorvo,1687112828173885,#1687112828173885,349,405153,"1160,9",non
Refuge Molosses Land,RefugeMolossesLand,311350348995940,#311350348995940,349,357913,"1025,5",non
Soutien au paysan Philippe Layat,SoutienAuxPaysans,1718876981670880,#1718876981670880,349,252903,"724,7",non
Punchlines Rap Français & US,PunchlinesRapFrancaisUS,477015335643817,#477015335643817,348,4738385,13616,non
Orange,orangecotedivoire,523521977673544,#523521977673544,348,1555308,"4469,3",non
Le Buzz Info,lebuzzzinfo,261581827730785,#261581827730785,348,726078,"2086,4",non
Steeve Briois,briois.steeve,105536222854307,#105536222854307,348,437684,"1257,7",non
CHU de Toulouse,chudetoulouse,1389973667918392,#1389973667918392,348,405627,"1165,6",non
Sheila,SheilaOfficiel,100044187441892,#100044187441892,347,683903,"1970,9",non
NouveautesTele,NouveautesActuConso,454550077942070,#454550077942070,347,651064,"1876,3",non
Slate.fr,SlateFrance,77978221232,#77978221232,346,567463,"1640,1",oui
Booder,BooderOfficiel,199139513458724,#199139513458724,345,1997318,"5789,3",non
Egountchi Ldna,EgountchiBehanzinOfficiel,645315782593167,#645315782593167,345,625894,"1814,2",non
Les vilaines filles,vilainesfilles,364897846953526,#364897846953526,343,733691,2139,non
"Emperator L HOMME De Demain ,combattant,activiste,militant politique",donaldempe,743054605798889,#743054605798889,343,509846,"1486,4",non
France Bleu Touraine,francebleutouraineofficiel,619703874740568,#619703874740568,343,334033,"973,9",oui
Konbini food,Konbinifood,213137122413703,#213137122413703,341,758666,"2224,8",non
Gendarmerie de Seine-Maritime,Gendarmeriedeseinemaritime,1425886041013712,#1425886041013712,341,361654,"1060,6",non
Vendredi tout est permis avec Arthur,VendrediToutEstPermisAvecArthur,199000460201585,#199000460201585,340,963654,"2834,3",non
La Voix du Nord Sambre Avesnois,lavoixdunord.maubeuge.avesnes.fourmies,110201295727590,#110201295727590,340,291139,"856,3",oui
MYF - Move Your Fit,moveyourfit,30822907015,#30822907015,339,365846,"1079,2",non
Pape François,pape.francois.I,109947329192525,#109947329192525,339,245134,"723,1",non
Jason Chicandier,Jasondu42,100044169172202,#100044169172202,337,1202268,"3567,6",non
Fabien Gay,FabienGay93,125444761474915,#125444761474915,337,926121,"2748,1",non
Julien Tiago Manon,jtmfamily,1720417614715230,#1720417614715230,337,521102,"1546,3",non
Le Bonbon Bordeaux,LeBonbonBordeaux,1009483942429697,#1009483942429697,337,410786,"1218,9",non
OGC Nice,ogcnice,102714646451500,#102714646451500,337,370174,"1098,4",non
Emmanuel Macron,EmmanuelMacron,1535230416709539,#1535230416709539,336,7534843,"22425,1",non
HERO,hero.vertical,1719068441662843,#1719068441662843,335,1151782,"3438,2",non
ELLE Décoration,Elledecorationfr,275944402485711,#275944402485711,335,838640,"2503,4",non
Nice pour toujours,isabelledupont06,746842832007661,#746842832007661,335,465636,1390,non
RCT - Rugby Club Toulonnais,RCTofficiel,388023241225607,#388023241225607,335,388243,"1158,9",non
La Semaine dans le Boulonnais,lasemainedansleboulonnais,136258964293,#136258964293,335,288514,"861,2",oui
Le Monde Juif .info,LeMondeJuif.info,197324390412707,#197324390412707,335,246922,"737,1",non
Mère pas parfaite et alors la suite,Merepasparfaiteetalorslasuite,100044592302175,#100044592302175,334,823708,"2466,2",non
France Bleu Gascogne,FranceBleuGascogneofficiel,248129121930943,#248129121930943,334,374278,"1120,6",oui
Habarizacomores,habarizacomore,136602902876,#136602902876,334,276642,"828,3",non
La relève de Coluche,Larelevedecoluche,510013512541024,#510013512541024,333,432293,"1298,2",non
Association WOF,Adoption.chien,743646715766043,#743646715766043,333,420855,"1263,8",non
Be Celt,BeCelt,525165727497386,#525165727497386,333,314048,"943,1",non
Elodie Poux,ElodiePouxHumoriste,385782028198124,#385782028198124,332,2088143,"6289,6",non
Eric Zemmour,ZemmourFR,100044191311609,#100044191311609,332,600976,"1810,2",non
Awal Nagh,awal.nwen,693034584200991,#693034584200991,331,553362,"1671,8",non
Gilets Jaunes Constituants page de secours,giletsjaunesconstituantspagedesecours,1164209267090454,#1164209267090454,330,544589,"1650,3",non
Louis Aliot,louisaliot.officiel,296219604093953,#296219604093953,330,535456,"1622,6",non
Fousby soninke,RasFousbySoninke,1374397506196213,#1374397506196213,330,413983,"1254,5",non
AJ Auxerre,ajaofficiel,169231833121635,#169231833121635,330,305708,"926,4",non
Équipe de France de Football,equipedefrance,112215632152510,#112215632152510,329,4380862,"13315,7",non
Groupe Identité et Démocratie - France,GroupeID.FR,840901192703231,#840901192703231,329,666263,"2025,1",non
Équipe cycliste Groupama–FDJ,equipecyclistegroupamafdj,227442397345497,#227442397345497,329,413846,"1257,9",non
leBigUSA.com,LeBigUSA,144792285569298,#144792285569298,329,385406,"1171,4",non
OISE HEBDO,oisehebdo,535490583255951,#535490583255951,329,271010,"823,7",oui
Soyez Des Hommes,SoyezDesHommes,100050612883723,#100050612883723,329,224074,"681,1",non
Uli Rohde,UliOfficiel,100044143103980,#100044143103980,328,1125489,"3431,4",non
France Maghreb2,FRANCEMAGHREB2,144704365548518,#144704365548518,328,872107,"2658,9",non
Amnesty International France,amnestyfr,9025047571,#9025047571,328,861529,"2626,6",non
Alta Frequenza,altafrequenzacorsica,385284660271,#385284660271,328,289046,"881,2",non
Fally Ipupa News - FINS,fallyipupafins,1912655285622640,#1912655285622640,327,2075410,"6346,8",non
Toqués de restauration,toquesderestauration,577540342443839,#577540342443839,327,639027,"1954,2",non
Le Parisien 77 - Seine et Marne,Le.Parisien.77.Seine.et.Marne,141362982681625,#141362982681625,327,276104,"844,4",oui
Légion étrangère,LegionetrangereOfficiel,1074783545910701,#1074783545910701,326,1126914,"3456,8",non
Christophe Michalak,cmichalak,215200481848118,#215200481848118,326,875905,"2686,8",non
France Bleu Gard Lozère,FranceBleuGardLozere,244904534892,#244904534892,326,412528,"1265,4",oui
SMC | Stade Malherbe Caen,SMCaen.officiel,237927042913045,#237927042913045,326,304446,"933,9",non
WodNews,wodnewsfrance,716737191728927,#716737191728927,326,238778,"732,4",non
A+ Afrique,aplusafrique,729977640390381,#729977640390381,325,1654460,"5090,6",non
Reggae Français,ReggaeFrancais,785159591498476,#785159591498476,325,1580394,"4862,8",non
Amis du musée La Piscine de Roubaix,MuseeLaPiscine,287039514658612,#287039514658612,325,765138,"2354,3",non
Rouen dans la rue,rouendanslarue.net,451802935356970,#451802935356970,325,578825,1781,non
actu.fr,actu.fr,1114851808575936,#1114851808575936,325,560003,"1723,1",oui
Virginie Joron,virginiejoronrn,361243920982960,#361243920982960,325,346189,"1065,2",non
L'OM C'Est Nous,Info1899OM13,210774705769657,#210774705769657,325,336842,"1036,4",non
"Alison, Libre comme L'art",TableauxbyAlison,100044642220100,#100044642220100,325,188148,"578,9",non
Uhem Mesut,uhem.mesut,41247624491,#41247624491,324,929086,"2867,5",non
CitoyenTv,CitoyenTv,502570586618947,#502570586618947,324,420642,"1298,3",non
Orange,orangecameroun,124462537646671,#124462537646671,323,1004389,"3109,6",non
J’étais pas bourré hier,jetaispasbourrehierOFF,1418632261736595,#1418632261736595,323,745594,"2308,3",non
Les tutos couture de Dodynette,tutocouturedodynette,100044343733467,#100044343733467,323,545612,"1689,2",non
Actu Bordeaux,actubordeaux,27771909246,#27771909246,323,508336,"1573,8",oui
"Enfin, j'dis ça, j'dis rien",Enfinjdiscajdisrien,1123142387818725,#1123142387818725,323,448310,1388,non
Sunnah TV,SunnahTV.Islam,561385547388266,#561385547388266,323,370161,1146,non
Info Trafic IDF,InfoTraficIDF,1750367548539216,#1750367548539216,323,354710,"1098,2",non
9M15,9M15FRbyGentside,223464641177352,#223464641177352,323,344006,1065,non
Fatoumata Yaranangoré,FATOUMATAYARANANGORE,844729442228159,#844729442228159,323,256707,"794,8",non
Cristina Cordula,cristinacordula,100044401990723,#100044401990723,322,2156059,"6695,8",non
TARATATA OFFICIEL,Taratataofficiel,158028271028,#158028271028,322,1039030,"3226,8",non
Inspirant,inspirant.fr,1414098908640277,#1414098908640277,321,287595,"895,9",non
Recettes du net,recettesdunet,108454257401360,#108454257401360,320,1156671,"3614,6",non
Juninho la legende de l' OL,Juninholalegendedelol,410901948936116,#410901948936116,320,311967,"974,9",non
Philippe Torre,PhilippeTorreHDF,112143057190953,#112143057190953,319,659245,"2066,6",non
École Positive,ecolepositive,262351327483170,#262351327483170,319,483909,1517,non
Gil Avérous,gilaverous,100044388610873,#100044388610873,319,262719,"823,6",non
Elody Henry - A L'Encre De Vos Mots,AuteurBiographe,100044405890248,#100044405890248,318,522481,1643,non
Surf Session Magazine,surfsessionmag,48929586786,#48929586786,318,518598,"1630,8",non
Tariq Ramadan,official.tariqramadan,390241030990199,#390241030990199,317,1055102,"3328,4",non
Pierre Hermé Paris,pierre.herme.paris,107343732638160,#107343732638160,317,1019740,"3216,8",non
Electro News,ElectroNews,130855968797,#130855968797,317,750979,2369,non
Institut pour la Justice,institutpourlajustice,134397719934709,#134397719934709,317,483948,"1526,6",non
Max Senior Officiel Alpha,MaxSeniorOfficielAlpha,110777287044213,#110777287044213,317,471800,"1488,3",non
Riding Zone,RidingZone,215370191859834,#215370191859834,317,466316,1471,non
Le 15h de la Miséricorde,quinzeheuresdelamisericordedivine,283887131959160,#283887131959160,317,199340,"628,8",non
Info Trafic Haut-Rhin,ITHR68,873863039358362,#873863039358362,316,354645,"1122,3",non
Fotos13 Amateur,fotos13Amateur,510391039159266,#510391039159266,316,280586,"887,9",non
• Infos - Paris SG •,InfosParisSG1970,708883652495318,#708883652495318,315,1362788,"4326,3",non
Info Chrétienne,InfoChretienne,445177128899875,#445177128899875,315,315742,"1002,4",non
Invitation à l'ouverture de notre Conscience,invitationalouverturedenotreconscience,1670647929858124,#1670647929858124,315,296414,941,non
France tv nature,francetvnature,2169562756643051,#2169562756643051,314,1716509,"5466,6",non
Team Real Madrid,RMASupporters,1037945502963777,#1037945502963777,314,1555581,"4954,1",non
Adrien Favre Photographie,adrien.favre.photographie,1731428750510490,#1731428750510490,314,1548166,"4930,5",non
Jean Jacques Charbonier,JJ.Charbonier,100044138034256,#100044138034256,314,663104,"2111,8",non
Equipes de France de Handball,FRAHandball,1626263884290569,#1626263884290569,314,453197,"1443,3",non
Pour ceux qui dorment avec leur téléphone,DormirAvecSonTel,46124197373,#46124197373,314,329932,"1050,7",non
La Nouvelle République Indre,lanouvellerepubliqueindre,260782687365763,#260782687365763,314,287766,"916,5",oui
C à vous,cavousf5,362588043787106,#362588043787106,313,1806405,"5771,3",non
Supergaou,ElSuperGaou,160412071407562,#160412071407562,313,446449,"1426,4",non
Tadarth-iw,tadarthiwofficiel,209774986040079,#209774986040079,313,383643,"1225,7",non
Herault-Tribune,info.locale.en.temps.reel,187652437930206,#187652437930206,313,336557,"1075,3",oui
1.000.000 de J'aime pour la Palestine,pourunepalestinelibre,1169564043054424,#1169564043054424,313,306195,"978,3",non
Pet Alert Seine-et-Marne 77,Pet.Alert.Fr.77,342043199217197,#342043199217197,313,199735,"638,1",non
"Kham Tarikha Chéikhna Ahmada Tidjani""Qu'allah L'agrée""Oblige",ABOULABASSE,1448571718796219,#1448571718796219,312,539554,"1729,3",non
VAVA innova,Vava.innova.actu,444541419694521,#444541419694521,312,471797,"1512,2",non
Coeur de boxer,coeurdeboxer.forum,376039895808694,#376039895808694,312,312540,"1001,7",non
Troll Legend Ou Pas,ForEverShowTroll,296065093796148,#296065093796148,312,284351,"911,4",non
Les Gbês de Stoni,lesgbesdestoni,127571774044654,#127571774044654,311,2453183,7888,non
Laurent Baheux,LaurentBaheuxPhoto,153078781389198,#153078781389198,311,698989,"2247,6",non
